"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
9280,"RA-TR-13036","LOST SOLDIER CREEK","RA-TR-13036","3B7A1B7C-2834-4B10-8D2B-9AAB84CC140C",2020-09-17,NA,"1",42.231436,-107.657492,"WY_RawlinsFO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.231069,-107.656907,42.231395,-107.658297,150,"Sampled - Full Reach",13.4,22.7,NA,NA,NA,NA,0,36,91,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.9,NA,8.35,12,14.31,NA,16.77,0.17,6,40,0,0,41.4,57.1,1,22,5,2,NA,NA,83,NA,81,88,0,0,0,74,NA,0.07,0.22,-0.61,1.6,NA,NA,NA,NA,NA,0.65,0.62,2.53,3,1.4,1.25,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.657503038228, 42.2314425415323)
9282,"BR-SS-72772","WEST FORK HAPPY CREEK","BLMMaster-72772","AEF956D6-8C2D-419F-B905-0418A43322D7",2020-07-21,NA,"1",41.36584565,-118.423896,"NV_WinnemuccaDO","WADEABLE","BlackRockFO","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",41.366373,-118.423383,NA,NA,150,"Sampled - Partial Reach",98.9,95.6,NA,NA,NA,NA,0,100,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.3,NA,7.52,13.7,14.08,NA,17.94,0.27,10,66.7,0,0,2.7,7.3,11,93,32,5,NA,NA,97,NA,94,97,0,17,0,70,NA,0.25,0.29,-0.86,1.12,NA,NA,NA,0.08,0.5,1.99,1.22,3.56,1.85,NA,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.423909048413, 41.3658512142327)
9283,"BF-RV-1101","WILDCAT CREEK","BakerStratified-1101","8D0BAE3F-6457-45E7-AE8D-BC218B23B256",2020-07-17,"Wildcat #2 WQ","1",45.872037,-117.498106,"OR_BakerFO","WADEABLE","Fish","Random","Core","5","RV","LargeWadeable","NorthernRockies_LargeWadeable","NorthernRockies","Mountains",45.872697,-117.497887,45.871528,-117.498571,150,"Sampled - Full Reach",80.4,91.4,NA,NA,NA,NA,0,95,36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.7,NA,7.67,14.4,15.96,1.01,4.93,0.36,1,6.7,7.333,2.473,1.8,2.3,45,165,83,7,NA,NA,62,NA,60,88,0,29,1,21,NA,0.48,0.74,-0.44,1.32,NA,176,0.36,0.26,0,10.06,7.92,10.94,1.34,2.45,1.07,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-117.498119677206, 45.8720430131916)
9284,"RA-SS-11353","WILD COW CREEK","BLMMaster-11353","430F80F8-5F82-41E1-9725-F6342CFB0F4B",2020-09-04,NA,"2",41.30839,-107.496236,"WY_RawlinsFO","WADEABLE","RawlinsFO","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.308086,-107.496925,41.308739,-107.495491,150,"Sampled - Full Reach",8.2,17.9,NA,NA,NA,NA,0,9,64,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,NA,8.16,20.9,15.98,NA,1.09,0.14,1,6.7,0,0,96.2,99.5,1,2,1,1,NA,NA,98,NA,95,98,0,0,0,88,NA,0.18,0.18,-1,1,NA,NA,NA,NA,NA,0.6,0.33,8.47,3,1.47,1.07,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.496246873918, 41.308396441649)
9285,"CO-LS-67622","DRY CREEK","BLMMaster-67622","78B17484-D790-4FA5-A51D-EB2E5D843344",2020-08-18,NA,"1",44.401829,-108.743926,"WY_CodyFO","WADEABLE",NA,"Random","Core","4","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",44.402458,-108.743932,44.4014,-108.743492,150,"Sampled - Interrupted Flow",12.2,46.8,NA,NA,NA,NA,27,0,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11379,NA,8.46,19.1,17.07,NA,0,NA,0,0,0,0,77.1,78.1,1,15,1,1,NA,NA,86,NA,83,98,0,0,0,71,NA,0.27,0.33,-0.79,1.19,NA,NA,NA,0.07,43.2,1.28,0.39,3.66,3,0.38,1.22,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-108.743937620039, 44.4018356982724)
9286,"WD-TR-1383","CAMP CREEK","WD-TR-1383","38C30F67-97F6-49A6-856A-C2A9DC1D82A5",2020-07-27,NA,"2",41.701731,-114.036466,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.701369,-114.035945,41.701966,-114.037133,150,"Sampled - Full Reach",1.5,25.7,NA,NA,NA,NA,0,95,82,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.9,NA,8.33,23,15.67,NA,0.93,0.2,1,6.7,0,0,45.7,50,1,32,6,2,NA,NA,71,NA,67,88,0,13,0,47,NA,0.13,0.47,-0.35,2.6,NA,139,0.33,0.07,0,1.14,0.81,1.71,1.65,6.46,1.26,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-114.036478294451, 41.7017369642269)
9287,"RI-LS-1170",NA,"BLMMaster-68268","28AB0003-0075-44BD-9468-E333A8CF905E",2020-07-09,NA,"1",38.420438,-111.685658,"UT_ColorCountryDO","WADEABLE","RichfieldFO","Random","Core","3","LS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",38.419848,-111.685195,38.420633,-111.686049,150,"Sampled - Full Reach",60.4,78.1,NA,NA,NA,NA,0,77,91,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,8.07,11.3,14.15,NA,12.53,0.29,3,20,1.333,0.082,93.8,95.2,1,2,1,1,NA,NA,29,NA,29,62,0,0,0,25,NA,0.16,0.23,-0.78,1.17,NA,135,0.6,0.2,0,3.53,2.24,6.93,3,0.67,1.31,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.685669404189, 38.4204437805761)
9288,"SR-SS-1002",NA,"UT_WD_SHEEPROCK-1002","2318F12A-A634-47C5-B136-E2177770BA19",2020-07-19,NA,"2",39.932814,-112.667526,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.932627,-112.666739,39.933193,-112.668079,150,"Sampled - Full Reach",61.5,64.4,NA,NA,NA,NA,0,86,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.2,NA,7.65,14.2,14.64,NA,0,NA,0,0,0,0,42.9,47.1,1,40,9,2,NA,NA,55,NA,40,60,0,5,0,48,NA,0.08,0.29,-0.52,2.44,NA,144,0.44,0.05,0,1.18,0.72,2.55,2.9,5.66,1.15,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-112.667537782324, 39.9328198848149)
9289,"NW-LS-9269",NA,"BLM14-9269","EA2BFC51-DBD7-4686-8737-E2B6139F8C51",2020-08-20,NA,"2",41.209809,-117.012963,"NV_WinnemuccaDO","WADEABLE","WinnemuccaDO","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.209995,-117.013657,41.209691,-117.012218,150,"Sampled - Full Reach",66.6,76.7,NA,NA,NA,NA,0,100,0,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,7.65,14.8,16.4,NA,7.41,0.08,5,33.3,7.333,0.393,16.2,16.2,6,70,38,4,NA,NA,7,NA,5,50,0,5,1,15,NA,0.17,0.45,-0.41,2.26,NA,NA,0.7,0.05,0,2.06,0.9,2.4,1.38,2.01,1.2,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.012975777417, 41.2098146689777)
9290,"MT-TR-13173","TS - ARCH 5","MT-TR-13173","789B8030-3D33-4078-A00D-1EF094E613B9",2020-09-15,NA,"1",37.567221,-109.730446,"UT_CanyonCountryDO","WADEABLE",NA,"Targeted","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.566789,-109.729627,37.567838,-109.730206,150,"Sampled - Interrupted Flow",2.5,32.4,NA,NA,NA,NA,14,100,0,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,8.01,14.7,21.27,NA,18.57,0.37,2,13.3,0,0,47.6,48.6,1,276,13,3,NA,NA,67,NA,64,81,22,15,0,23,NA,0.3,0.53,-0.48,1.53,NA,134,NA,0.13,2,4.97,2.7,8.52,1.45,1.34,1.18,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-109.730456911304, 37.5672268061702)
9291,"WD-TR-1435","STRAIGHT FORK","WD-TR-1435","5BD658FE-A419-483F-AB87-FA98CF4053F0",2020-07-28,NA,"2",41.750841,-113.960257,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.750204,-113.960441,41.751396,-113.959859,150,"Sampled - Partial Reach",31.9,27.9,NA,NA,NA,NA,0,46,92,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.7,NA,7.66,13.5,15.9,NA,0,NA,0,0,0.667,0.053,67,73,1,10,1,1,NA,NA,67,NA,67,100,0,0,0,59,NA,0.08,0.18,-0.69,1.49,NA,163,NA,NA,NA,2.78,1.63,2.65,1.83,5.08,NA,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-113.960269286922, 41.7508469755163)
9292,"MT-TR-40867","TS - FISH 2","MT-TR-40867","4964ED70-B468-4CA2-9588-8BE5AB27D742",2020-06-19,NA,"1",37.496218,-109.805516,"UT_CanyonCountryDO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.495976,-109.804942,37.496384,-109.80564,150,"Sampled - Partial Reach",27.1,36.5,NA,NA,NA,NA,14,71,7,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.6,NA,7.55,22.8,20.41,NA,22.84,0.75,1,12.1,0,0,40.7,40.7,2,4097,4097,9,NA,NA,93,NA,93,93,49,2,0,30,NA,0.26,0.55,-0.4,1.9,NA,140,2.01,0.12,0,3.13,1.7,4.86,3,2.72,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-109.805526919592, 37.4962237919697)
9293,"CO-LS-51366","DEER CREEK","BLMMaster-51366","E6E65E23-D17B-4F6D-8C60-03D4F2ACBBE7",2020-09-06,NA,"1",44.985175,-108.064265,"WY_CodyFO","WADEABLE",NA,"Random","Core","3","LS","SmallWadeable","RangelandPlains_SmallWadeable","RangelandPlains","Plains",44.98515,-108.064916,44.984626,-108.063418,150,"Sampled - Full Reach",54.3,67.1,NA,NA,NA,NA,0,100,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,NA,8.38,10.8,14.26,NA,4.9,0.31,2,13.3,5.455,0.41,5.5,7,11,50,25,4,NA,NA,62,NA,62,83,2,10,4,49,NA,0.15,0.19,-0.84,1.21,NA,NA,0.87,0.1,0,1.92,1.08,2.56,1.36,3.74,1.14,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-108.064276567549, 44.985181820757)
9294,"ML-TR-83350","PETE HANSON","ML-TR-83350","131C8B7B-C1A9-45EB-B216-14E06E820996",2020-07-20,NA,"1",39.886377,-116.371175,"NV_BattleMountainDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.8867579,-116.3719317,39.8861129,-116.3706657,150,"Sampled - Full Reach",68.8,77.8,NA,NA,NA,NA,0,100,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.5,NA,8.58,16.4,13.44,NA,22.56,0.16,18,120,0,0,12.4,16.2,6,4098,4098,15,NA,NA,79,NA,76,86,0,15,0,52,NA,0.11,0.22,-0.69,1.45,NA,NA,0.51,0.09,0,1.47,1.08,2.12,1.37,4.78,1.16,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-116.37118747816, 39.8863825944339)
9295,"JA-RV-58984","SALMON FALLS CREEK","BLMMaster-58984","6F7AD580-0BE3-4E38-A69E-9139B6ADAD31",2020-09-01,NA,"1",42.453,-114.863482,"ID_JarbidgeFO","WADEABLE",NA,"Random","Core","6","RV","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.453401,-114.864086,42.452687,-114.862701,150,"Sampled - Full Reach",26.9,95.7,NA,NA,NA,NA,0,77,0,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.7,NA,7.46,14.6,20.38,NA,35.69,0.64,3,20,0,0,60.3,60.9,1,245,2,3,NA,NA,100,NA,100,100,2,4,0,88,NA,0.16,0.3,-0.63,1.15,NA,135,0.24,0.84,0,6.11,5.76,12.02,2.16,0.63,1.08,NA,"NONE","COMMON","ABSENT","ABSENT",c(-114.863494568247, 42.4530059679807)
9296,"SW-TR-27971","BIG DEN CREEK","SW-TR-27971","EE271235-D44C-42F4-ACF7-A1F3B812F99A",2020-08-05,NA,"1",39.318372,-117.779354,"NV_CarsonCityDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.318328,-117.780197,39.317936,-117.778844,150,"Sampled - Full Reach",42.9,64.4,NA,NA,NA,NA,0,91,0,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,NA,6.16,19.8,12.12,NA,0.95,0.14,1,6.7,0,0,30,34.8,2,38,13,3,NA,NA,100,NA,100,100,2,10,2,83,NA,0.25,0.39,-0.63,1.48,NA,NA,0.63,0.04,0,2.42,0.91,NA,NA,6.69,1.21,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.779366653933, 39.318377430004)
9297,"KN-SS-16481","COAL CREEK","BLMMaster-16481","24A0899A-79D5-40E2-8754-229B733BCECC",2020-07-06,NA,"1",42.246069,-110.856165,"WY_HighDesertDO","WADEABLE","KemmererFO No-GRSG","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.245559,-110.856187,42.246478,-110.856224,150,"Sampled - Full Reach",23.4,38.2,NA,NA,NA,NA,0,71,100,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.9,NA,8.49,19.3,12.9,10.53,22.14,0.4,7,46.7,0.667,0.029,60,68.1,1,17,1,2,NA,NA,80,NA,80,93,0,0,0,73,NA,0.07,0.09,-0.94,1.05,NA,NA,NA,0.21,0.3,4.73,3.07,3.82,2.15,1.71,1.47,NA,"MAJOR","COMMON","PRESENT","ABSENT",c(-110.85617673352, 42.2460752845551)
9299,"WD-TR-022","RANDOLPH MIM","WD-TR-022","A0800647-F727-4386-93DD-B606157DB0D6",2020-09-22,NA,"4",41.60467,-111.325135,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.604224,-111.324692,41.604979,-111.325154,150,"Sampled - Full Reach",0.4,7.8,NA,NA,NA,NA,0,14,18,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.7,NA,8.4,11.3,13.62,NA,11.77,0.25,4,26.7,0,0,15.7,15.7,8,39,26,3,NA,NA,86,NA,79,90,0,0,0,69,NA,0.12,0.14,-0.93,1.07,NA,129,0.33,0.19,0,2.46,2.07,6.53,2.14,0.85,1.62,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.325146737382, 41.6046761758076)
9300,"SW-SS-64384","EDWARDS CREEK","BLMMaster-64384","AAF7299A-89A9-426C-8F8C-FC6D5C064CBB",2020-08-09,NA,"1",39.386491,-117.716954,"NV_CarsonCityDO","WADEABLE","StillwaterFO","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.386586,-117.716238,39.38636,-117.717797,150,"Sampled - Full Reach",90.2,92.2,NA,NA,NA,NA,0,100,0,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,NA,9.1,12.2,11.54,NA,1.06,0.11,2,13.3,4.667,1.777,34.3,37.1,1,66,15,3,NA,NA,48,NA,48,90,0,6,6,32,NA,0.24,0.35,-0.68,1.37,NA,NA,0.53,0.05,0,1.55,0.99,2.99,1.66,8.77,1.1,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.716966651802, 39.3864964413187)
9301,"RA-RV-10322","LARAMIE RIVER","BLMMaster-10322","523A6243-1C18-47E8-8ECA-967DE49B771A",2020-09-02,NA,"2",41.9705583,-105.3275222,"WY_RawlinsFO","WADEABLE","RawlinsFO","Random","Core","5","RV","LargeWadeable","SouthernRockies_LargeWadeable","SouthernRockies","Mountains",41.971645,-105.326389,41.969949,-105.329346,338.2,"Sampled - Full Reach",14.4,90.6,NA,NA,NA,NA,0,100,5,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,8.6,18,18.46,NA,19.3,0.78,3,8.9,1.183,0.062,11,14.3,10,771,350,9,NA,NA,100,NA,100,100,10,41,0,47,NA,0.31,0.35,-0.84,1.06,NA,NA,NA,NA,NA,13.14,11.55,20.44,1.87,1.96,1.1,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-105.327532669146, 41.9705649906961)
9302,"NW-LS-9268","INDIAN CREEK","BLM14-9268","4746F9C6-2EF4-4FE5-8D24-86EBB787A8BF",2020-07-20,NA,"1",41.580503,-117.53137,"NV_WinnemuccaDO","WADEABLE","WinnemuccaDO","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.580482,-117.531335,41.581756,-117.53163,150,"Sampled - Full Reach",64.3,76.7,NA,NA,NA,NA,0,100,0,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.9,NA,7.41,21,16.12,NA,43.62,0.27,9,60,0,0,39,40.5,1,128,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.32,-0.81,1.17,NA,NA,0.55,0.16,0,4.13,2.04,15.6,2.17,2.71,1.04,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.531382924769, 41.580508658891)
9303,"SW-SS-42880","EDWARDS CREEK","BLMMaster-42880","B1457CFC-E705-487D-968B-12C0D6F0DA00",2020-06-05,NA,"1",39.411442,-117.694455,"NV_CarsonCityDO","WADEABLE","StillwaterFO","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.412047,-117.69409,39.410975,-117.694542,150,"Sampled - Full Reach",90.5,92.8,NA,NA,NA,NA,0,100,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.8,NA,7.82,9.7,13.49,NA,NA,NA,NA,NA,12.667,3.077,20.5,31,2,80,13,3,NA,NA,81,NA,81,100,0,14,5,51,NA,0.24,0.62,-0.32,2.19,NA,NA,0.4,0.06,0,1.64,0.95,2.25,1.17,7.57,1.2,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.694467651088, 39.4114474454392)
9304,"BR-LS-48500","SLUMGULLION CREEK","BLMMaster-48500","DC94C9A8-9DB8-4666-B1AF-701CEE85AF89",2020-07-10,NA,"1",41.412996,-119.093613,"NV_WinnemuccaDO","WADEABLE","BlackRockFO","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.412719,-119.094345,41.413187,-119.092772,150,"Sampled - Full Reach",85.6,92.8,NA,NA,NA,NA,0,100,36,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.1,NA,7.94,13.5,16.63,NA,2.73,0.3,2,13.3,0,0,73.3,76.7,1,12,1,2,NA,NA,100,NA,100,100,0,0,0,100,NA,0.18,0.21,-0.9,1.08,NA,NA,0.59,0.09,0,1.48,0.87,2.8,2.69,4.96,1.06,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-119.093626169804, 41.4130015112312)
9305,"RA-SS-12434",NA,"BLMMaster-12434","89B2F98E-8539-43AE-954B-1C397466A007",2020-08-21,NA,"1",41.549726,-106.528422,"WY_RawlinsFO","WADEABLE","RawlinsFO","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.550039,-106.528926,41.550019,-106.527791,150,"Sampled - Full Reach",2.3,38.8,NA,NA,NA,NA,0,86,86,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195,NA,7.72,10.8,14.78,NA,36.44,0.55,5,33.3,0,0,53.8,57.1,1,25,2,2,NA,NA,69,NA,69,81,0,0,0,60,NA,0.16,0.21,-0.82,1.15,NA,NA,NA,NA,NA,2.93,2.04,5.67,2.41,0.41,1.59,NA,"MINOR","RARE","ABSENT","ABSENT",c(-106.528432688475, 41.5497325456449)
9306,"RN-LS-14457","RED
","BLMMaster-14457","9EDE65EF-7DDB-4312-9F4B-9E2DFE5F50EF",2020-07-23,NA,"1",41.069943,-109.157814,"WY_HighDesertDO","WADEABLE","RockSpringsFO No-GRSG","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.070534,-109.158651,41.070108,-109.156865,183.44,"Sampled - Full Reach",6.3,18.2,NA,NA,NA,NA,14,91,64,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2,NA,8.5,15.2,16.95,2.36,3.91,0.16,3,16.4,0,0,51.9,60.8,2,20,2,2,NA,NA,40,NA,36,64,0,15,0,17,NA,0.21,0.23,-0.94,1.04,NA,NA,0.53,0.08,0,9.21,2.62,17.34,2.04,0.91,1.17,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-109.157825206023, 41.0699492851572)
9307,"CA-TR-25148","STINKING CREEK","CA-TR-25148","6199ACE3-529C-46D5-9CF3-5F35C1819CEA",2020-07-08,NA,"1",42.55581,-106.455929,"WY_CasperFO","WADEABLE",NA,"Targeted","Core","3","LS","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",42.556097,-106.457104,42.555137,-106.454493,249.8,"Sampled - Interrupted Flow",2,17.5,NA,NA,NA,NA,3,53,41,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,NA,8.29,9.2,17.59,NA,9.25,0.1,3,17.1,0,0,64.2,93.4,2,4,2,2,NA,NA,21,NA,19,95,0,0,0,17,NA,0.21,0.26,-0.82,1.23,NA,NA,NA,0.03,31.7,12.57,1.1,35,2.04,0.18,1.05,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-106.455939812749, 42.5558166760767)
9308,"CF-LS-47738","MORGAN CREEK","BLMMaster-47738","C48B6BC8-849A-448E-8ECC-9B6986444B9E",2020-07-23,NA,"1",44.689999,-114.258815,"ID_ChallisFO","WADEABLE","Bull Trout and Steelhead","Random","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.689562,-114.258051,44.690232,-114.25943,150,"Sampled - Full Reach",71.1,95.7,NA,NA,NA,NA,0,100,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.7,NA,8.29,10.9,13.84,NA,16.85,0.52,3,20,13.939,1.688,18.1,20.5,2,148,35,4,5,10,88,NA,88,93,18,21,1,43,NA,0.39,0.53,-0.62,1.17,NA,132,0.35,0.38,0,6.64,4.49,8.87,1.29,1.56,1.14,NA,"NONE","RARE","ABSENT","ABSENT",c(-114.258827831087, 44.6900052291515)
9309,"MT-TR-61360","FISH CREEK","MT-TR-61360","39AD9AA9-B5A5-4464-B38B-85DCF509959B",2020-06-20,NA,"1",37.494992,-109.798036,"UT_CanyonCountryDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.494899,-109.797139,37.495035,-109.798684,150,"Sampled - Full Reach",9.5,61.5,NA,NA,NA,NA,9,100,0,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,NA,7.6,19,20.63,NA,16,0.4,4,26.7,0,0,17.1,22.9,2,4097,29,6,NA,NA,52,NA,50,67,14,7,0,32,NA,0.35,0.45,-0.69,1.2,NA,127,0.67,0.18,0,4.33,2.78,6.21,1.22,2.1,1.09,NA,"NONE","COMMON","ABSENT","ABSENT",c(-109.798046917907, 37.4949977923005)
9311,"CTG-LS-1005","PARTRIDGE CREEK","BLMMaster-76182","A094898E-CDB3-4DCD-8821-F4A6DB9C4696",2020-08-08,NA,"1",45.389964,-116.145475,"ID_CottonwoodFO","WADEABLE","Grazing","Random","Core","3","LS","LargeWadeable","NorthernRockies_LargeWadeable","NorthernRockies","Mountains",45.390742,-116.145085,45.389171,-116.145632,213.24,"Sampled - Full Reach",21.9,89.8,NA,NA,NA,NA,0,82,14,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,NA,7.8,12.1,13.95,NA,23.5,0.62,8,37.5,43.144,15.113,11,11.4,21,572,117,7,0,0,100,NA,100,100,7,60,4,27,NA,0.87,0.96,-0.73,1.06,NA,127,0.4,0.51,0,12.29,9.64,15.92,1.29,4.35,1.19,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-116.145488328645, 45.3899701090833)
