"SITE_ID","YEAR","VISIT_NO","LTMXSPP","LTMXDIST","LTMXDBH","LTMXSIZE","LTMXHT","LTMXCNT","LTMDDIST","LTMDDOM","LTMDSUB","LTMDDOMN","LTMDSUBN","LTSPLIST","LTFRACS","LTFRACM","LTFRACL","LTFRACX" 
"OWW04440-0493",2004,1,"Unknown_Deciduous",1,".3-.75","L","15-30",11,4.4285714286,"Unknown_Deciduous"," ",7, ,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,ACACIA/MESQUITE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,ACACIA/MESQUITE,ACACIA/MESQUITE",11,8,2,0 
"OWW04440-0496",2004,1,"Oak",17,".75-2","X",">30",11,6.4545454545,"Sycamore","Oak",6,3,"SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,OAK,SYCAMORE,OAK,MAPLE/BOXELDER,OAK,SYCAMORE,MAPLE/BOXELDER",11,11,11,1 
"OWW04440-0498",2004,1,"Maple/Boxelder",1,".75-2","X",">30",11,2.6,"Unknown","Maple/Boxelder",3,1,"MAPLE,UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,SYCAMORE,SYCAMORE,SYCAMORE,ASH,SYCAMORE,SYCAMORE",11,11,11,4 
"OWW04440-0499",2004,1,"Oak",4,".3-.75","L","15-30",11,6,"Oak","Sycamore",4,4,"SYCAMORE,SYCAMORE,ELM,OAK,OAK,MAPLE,OAK,OAK,SYCAMORE,SYCAMORE,MAPLE",11,11,5,0 
"OWW04440-0502",2004,1,"Maple/Boxelder",8,".3-.75","L",">30",11,6.1363636364," ","Maple/Boxelder",4,3,"CHERRY,PERSIMMON,CEDAR,WILD PLUM,WILD PLUM,SYCAMORE,WILLOW,BOXELDER,BOXELDER,SYCAMORE,BOXELDER",11,11,4,0 
"OWW04440-0504",2004,1,"Maple/Boxelder",4,".75-2","L","15-30",11,6.8,"Unknown","Maple/Boxelder",5,2,"OAK,UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,UNKNOWN,SYCAMORE,UNKNOWN,MAPLE,OAK,SNAG",11,11,10,0 
"OWW04440-0506",2004,1,"Unknown",7,">2","X",">30",9,15.857142857,"Unknown","Sycamore",5,2,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SYCAMORE,UNKNOWN,SYCAMORE,UNKNOWN,UNKNOWN",9,8,7,3 
"OWW04440-0507",2004,1,"Pine",15,".75-2","X",">30",11,16.333333333,"Alder/Birch","Pine",5,4,"ALDER,BIRCH,BIRCH,BIRCH,BIRCH,BIRCH,WILLOW,PINE,PINE,PINE,PINE",11,9,4,4 
"OWW04440-0511",2004,1,"Unknown_Deciduous",5,".3-.75","L",">30",11,3.8888888889,"Unknown","Unknown_Deciduous",7,2,"UNKNOWN,UNKNOWN,OTHER DECIDUOUS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OTHER DECIDUOUS",11,7,2,0 
"OWW04440-0513",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0514",2004,1,"Unknown",4,".75-2","X",">30",11,12.714285714,"Unknown"," ",7, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,6 
"OWW04440-0515",2004,1,"Ash",30,".3-.75","L","15-30",11,7.875,"Ash","Oak",3,3,"WILLOW,WILLOW,PECAN,ASH,ASH,ASH,LIVE OAK,ASH,LIVE OAK,ASH,LIVE OAK",11,11,5,0 
"OWW04440-0516",2004,1,"Oak",1,">2","X",">30",11,5.4444444444," ","Poplar/Cottonwood",4,2,"BEECH,BIRCH,SWEETGUM,SWEETGUM,OAK,SWEETGUM,OTHER DECIDUOUS,UNKNOWN,COTTONWOOD,COTTONWOOD,SWEETGUM",11,11,10,9 
"OWW04440-0518",2004,1,"Willow",5,".75-2","X",">30",10,7.8181818182," ","Maple/Boxelder",8,1,"HICKORY,LOCUST,BLACK WALNUT,BLACK WALNUT,ASPEN,WILLOW,MAPLE,BLACK WALNUT,BLACK CHERRY,HICKORY,BLACK CHERRY",10,10,10,2 
"OWW04440-0526",2004,1,"Oak",10,">2","X",">30",11,5.6363636364,"Poplar/Cottonwood","Oak",7,2,"POPLAR,POPLAR,POPLAR,POPLAR,PINE,OAK,POPLAR,HICKORY,POPLAR,OAK,POPLAR",11,11,11,10 
"OWW04440-0528",2004,1,"Maple/Boxelder",10,".75-2","X",">30",11,5.5454545455,"Maple/Boxelder","Ash",7,2,"MAPLE,MAPLE,MAPLE,SNAG,OAK,ASH,MAPLE,MAPLE,ASH,MAPLE,MAPLE",11,11,11,3 
"OWW04440-0529",2004,1,"Poplar/Cottonwood",20,".3-.75","L",">30",11,9.8,"Poplar/Cottonwood"," ",8,1,"TULIP POPLAR,TULIP POPLAR,TULIP POPLAR,TULIP POPLAR,TULIP POPLAR,TULIP POPLAR,SWEETGUM,OAK,TULIP POPLAR,TULIP POPLAR,OAK",11,11,10,0 
"OWW04440-0530",2004,1,"Ash",10,".75-2","X",">30",11,18.666666667,"Oak","Ash",4,1,"OAK,OAK,OAK,OAK,ASH,OAK,OAK,OAK,OAK,MAPLE,ASH",11,11,11,2 
"OWW04440-0531",2004,1," ",20,".75-2","L","5-15",9,11.4," "," ",6, ,"LOCUST,LOCUST,LOCUST,LOCUST,LOCUST,LOCUST,LOCUST,LOCUST,LOCUST",9,4,1,0 
"OWW04440-0535",2004,1," ",8,".3-.75","L",">30",11,15.545454545,"Maple/Boxelder","Poplar/Cottonwood",4,3,"ELM,ASPEN,ALDER,MAPLE,BOXELDER,ALDER,WILLOW,BOXELDER,ASPEN,ASPEN,MAPLE",11,11,7,0 
"OWW04440-0538",2004,1,"Sycamore",45,".3-.75","L",">30",11,15.181818182,"Unknown_Deciduous","Maple/Boxelder",5,4,"OTHER DECIDUOUS,UNKNOWN,MAPLE,SYCAMORE,OTHER DECIDUOUS,MAPLE,OTHER DECIDUOUS,MAPLE,MAPLE,OTHER DECIDUOUS,OTHER DECIDUOUS",11,11,11,0 
"OWW04440-0542",2004,1,"Oak",30,">2","X",">30",11,20,"Oak","Pine",5,2,"RED OAK,RED OAK,RED OAK,WHITE PINE,RED OAK,HEMLOCK,RED OAK,PINE,RED OAK,RED OAK,OAK",11,11,10,6 
"OWW04440-0544",2004,1,"Unknown",0,">2","X","15-30",11,5.5454545455,"Sycamore","Unknown",5,5,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,OAK,UNKNOWN,SYCAMORE",11,11,11,1 
"OWW04440-0546",2004,1,"Unknown",50,".3-.75","L",">30",11,18.090909091,"Unknown","Maple/Boxelder",9,1,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MAPLE/BOXELDER,PINE",11,11,11,0 
"OWW04440-0548",2004,1," ",1,".75-2","X",">30",11,6.6363636364,"Pine"," ",4,3,"POPLAR,SWEETGUM,SWEETGUM,TULIP POPLAR,WHITE PINE,WHITE PINE,HICKORY,WHITE PINE,WHITE PINE,SHAGBARK MAPLE,RED OAK",11,11,11,2 
"OWW04440-0551",2004,1,"Oak",18,".75-2","X",">30",11,25.75,"Oak"," ",4,2,"BOXELDER,MAPLE,OAK,ELM,OAK,MAPLE,OAK,OAK,BOXELDER,ELM,BOXELDER",11,11,8,3 
"OWW04440-0552",2004,1,"Oak",47,".3-.75","L","15-30",11,13.545454545,"Willow","Oak",8,3,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,OAK,OAK,OAK",11,3,1,0 
"OWW04440-0553",2004,1,"Pine",2,".75-2","X",">30",11,5.3636363636,"Oak","Pine",4,4,"WATER OAK,CYPRESS,BEECH,LOBLOLLY PINE,LOBLOLLY PINE,LOBLOLLY PINE,OAK,WATER OAK,WATER OAK,SWEET GUM,LOBLOLLY PINE",11,11,11,2 
"OWW04440-0554",2004,1,"Unknown_Deciduous",21,".75-2","X",">30",10,10.863636364,"Unknown_Deciduous","Maple/Boxelder",6,4,"OTHER DECIDUOUS,MAPLE/BOXELDER,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,MAPLE/BOXELDER,MAPLE/BOXELDER,MAPLE/BOXELDER,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS",10,10,10,1 
"OWW04440-0557",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0558",2004,1,"Oak",2,".75-2","X",">30",11,3.8333333333," ","Oak",3,2,"OAK,OAK,POPLAR,OAK,SWEETGUM,BIRCH,HICKORY,SWEETGUM,HICKORY,OAK,PINE",11,11,11,5 
"OWW04440-0560",2004,1,"Oak",32,".3-.75","L",">30",11,13.363636364," ","Oak",6,5,"OAK,OAK,OAK,OAK,OAK,WALNUT,WALNUT,WALNUT,WALNUT,WALNUT,WALNUT",11,11,11,0 
"OWW04440-0565",2004,1,"Oak",120,".75-2","L","15-30",11,23.272727273,"Oak","Maple/Boxelder",4,2,"OAK,OTHER DECIDUOUS,MAPLE/BOXELDER,OTHER DECIDUOUS,OAK,OAK,BIRCH,MAPLE/BOXELDER,COTTONWOOD,COTTONWOOD,OAK",11,11,8,0 
"OWW04440-0567",2004,1,"Pine",6,".75-2","X",">30",6,15.125,"Maple/Boxelder","Alder/Birch",4,2,"WHITE PINE,BIRCH,BIRCH,BASSWOOD,BOXELDER,BASSWOOD,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER",6,6,4,1 
"OWW04440-0568",2004,1,"Sycamore",22,">2","X",">30",11,12.545454545," ","Sycamore",5,5,"HONEY LOCUST,SYCAMORE,ASPEN,HONEY LOCUST,HONEY LOCUST,SYCAMORE,SYCAMORE,SYCAMORE,HONEY LOCUST,HONEY LOCUST,SYCAMORE",11,11,11,7 
"OWW04440-0570",2004,1," ",20,".3-.75","L",">30",11,16," ","Maple/Boxelder",6,4,"BLACK CHERRY,CATALPA,MAPLE,MAPLE,BLACK CHERRY,MAPLE,BLACK CHERRY,MAPLE,WALNUT,BLACK CHERRY,WILLOW",11,11,10,0 
"OWW04440-0571",2004,1,"Poplar/Cottonwood",6,".75-2","L","15-30",11,7.2857142857,"Poplar/Cottonwood","Maple/Boxelder",6,1,"COTTONWOOD,SILVER MAPLE,SILVER MAPLE,COTTONWOOD,SILVER MAPLE,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,SILVER MAPLE,COTTONWOOD",11,11,8,0 
"OWW04440-0575",2004,1,"Maple/Boxelder",25,".3-.75","L",">30",10,8.75,"Unknown","Maple/Boxelder",4,2,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,UNKNOWN",10,10,6,0 
"OWW04440-0576",2004,1,"Maple/Boxelder",10,".3-.75","L",">30",10,17.4,"Oak","Maple/Boxelder",5,2,"UNKNOWN,MAPLE/BOXELDER,HEMLOCK,MAPLE/BOXELDER,OAK,SYCAMORE,OAK,OAK,OAK,SYCAMORE,OAK",10,10,10,0 
"OWW04440-0578",2004,1,"Unknown",3,".3-.75","L","15-30",11,15.583333333,"Unknown"," ",6, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,3,0 
"OWW04440-0579",2004,1,"Poplar/Cottonwood",3,".3-.75","L","15-30",11,3,"Unknown_Deciduous","Poplar/Cottonwood",8,2,"CEDAR,OTHER DECIDUOUS,OTHER DECIDUOUS,POPLAR/SYCAMORE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,POPLAR/SYCAMORE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS",11,11,2,0 
"OWW04440-0582",2004,1,"Poplar/Cottonwood",15,".75-2","X",">30",11,12.181818182,"Poplar/Cottonwood","Oak",7,2,"POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,POPLAR,ALDER/BIRCH,OAK,OAK,MAPLE,POPLAR",11,11,11,11 
"OWW04440-0584",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0585",2004,1,"Alder/Birch",0,".3-.75","M","5-15",11,4.5714285714,"Oak"," ",3,1,"ALDER/BIRCH,WILLOW,OAK,WILLOW,POPLAR/COTTONWOOD,SWEETGUM,POPLAR/COTTONWOOD,WILLOW,POPLAR/COTTONWOOD,OAK,OAK",11,11,0,0 
"OWW04440-0586",2004,1,"Firs/Hemlock",15,".75-2","X",">30",11,3.6363636364,"Firs/Hemlock","Unknown",6,2,"FIR,FIR,BIRCH,UNKNOWN,FIR,OAK,FIR,UNKNOWN,SNAG,FIR,FIR",11,11,11,2 
"OWW04440-0587",2004,1,"Maple/Boxelder",1,".75-2","L","15-30",10,12.833333333,"Sycamore","Maple/Boxelder",4,2,"MAPLE,MAPLE,MAPLE,SYCAMORE,OAK,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE",10,10,10,0 
"OWW04440-0592",2004,1,"Maple/Boxelder",15,".3-.75","M","5-15",11,4.6363636364,"Poplar/Cottonwood"," ",4,3,"LOCUST,LOCUST,COTTONWOOD,COTTONWOOD,WILLOW,WILLOW,WILLOW,MAPLE,BLACK WALNUT,COTTONWOOD,COTTONWOOD",11,10,0,0 
"OWW04440-0594",2004,1,"Unknown",11,".3-.75","L",">30",11,7.7,"Unknown","Maple/Boxelder",6,4,"UNKNOWN,UNKNOWN,MAPLE/BOXELDER,MAPLE/BOXELDER,UNKNOWN,MAPLE/BOXELDER,MAPLE/BOXELDER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,10,10,0 
"OWW04440-0595",2004,1,"Unknown",45,".75-2","L","15-30",11,33.363636364,"Ash","Unknown",5,4,"ASH,UNKNOWN/OTHER,ASH,UNKNOWN/OTHER,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,UNKNOWN/OTHER,UNKNOWN/OTHER,ASH,ASH,ASH",11,11,4,0 
"OWW04440-0597",2004,1,"Poplar/Cottonwood",15,".75-2","L","15-30",11,21.6,"Poplar/Cottonwood","Cedar/Cypress/Sequoia",9,1,"CEDAR,CEDAR,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,8,6,0 
"OWW04440-0599",2004,1,"Willow",6,".75-2","X",">30",11,9.3,"Maple/Boxelder","Poplar/Cottonwood",6,2,"FIR,WILLOW,MAPLE,POPLAR,MAPLE,POPLAR,POPLAR,MAPLE,MAPLE,MAPLE,MAPLE",11,11,10,1 
"OWW04440-0605",2004,1,"Oak",5,".75-2","L","15-30",11,5,"Oak"," ",8,2,"OAK,OAK,RED CEDAR,OAK,ELM,OAK,OAK,ELM,OAK,OAK,OAK",11,11,10,0 
"OWW04440-0608",2004,1,"Unknown",100,".1-.3","M","5-15",9,28,"Unknown"," ",5, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",9,4,0,0 
"OWW04440-0611",2004,1,"Oak",2,".75-2","L","15-30",11,10.5,"Oak"," ",4,2,"OAK,HACKBERRY,SYCAMORE,SYCAMORE,OAK,OAK,SNAG,OAK,SNAG,SNAG,HONEY LOCUST",11,11,4,0 
"OWW04440-0612",2004,1," ",1,".75-2","X",">30",11,4.5454545455," ","Sycamore",5,4,"WALNUT,SYCAMORE,SYCAMORE,MAPLE,SYCAMORE,SYCAMORE,WALNUT,WALNUT,WALNUT,WALNUT,WILLOW",11,11,11,1 
"OWW04440-0616",2004,1," ",20,".75-2","L","15-30",11,12.454545455," ","Snag",3,3,"MAPLE,LOCUST,LOCUST,SNAG,COTTONWOOD,SNAG,SNAG,BASSWOOD,OAK,OAK,MAPLE",11,11,9,0 
"OWW04440-0617",2004,1,"Pine",1,".3-.75","L","15-30",11,5.4545454545,"Pine","Oak",6,4,"OAK,OAK,PINE,CYPRESS,OAK,PINE,PINE,PINE,PINE,OAK,PINE",11,11,1,0 
"OWW04440-0618",2004,1,"Oak",10,".75-2","X",">30",11,10," ","Oak",4,4,"SYCAMORE,BEECH,BASSWOOD,OAK,OAK,OAK,WILD CHERRY,OAK,SYCAMORE,SYCAMORE,LOCUST",11,11,11,3 
"OWW04440-0620",2004,1,"Willow",12,".3-.75","L",">30",11,4.4545454545,"Unknown","Cedar/Cypress/Sequoia",6,2,"UNKNOWN,UNKNOWN,CEDAR/CYPRESS/SEQUOIA,UNKNOWN,WILLOW,UNKNOWN,CEDAR/CYPRESS/SEQUOIA,UNKNOWN,MAPLE/BOXELDER,UNKNOWN,WILLOW",11,11,11,0 
"OWW04440-0624",2004,1,"Sycamore",5,">2","X","15-30",11,4.75,"Sycamore","Oak",4,3,"SYCAMORE,OAK,SYCAMORE,OAK,OAK,SYCAMORE,SYCAMORE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,6,1 
"OWW04440-0625",2004,1,"Pine",15,".3-.75","L","15-30",11,11.818181818,"Pine"," ",6,3,"PINE,PECAN,PINE,PINE,SYCAMORE,COTTONWOOD,PINE,SWEETGUM,PINE,PECAN,PINE",11,11,11,0 
"OWW04440-0626",2004,1,"Oak",11,".75-2","X",">30",11,4.9090909091,"Oak","Maple/Boxelder",5,3,"MAPLE,MAPLE,OAK,UNKNOWN,OAK,OAK,MAPLE,ASH,OAK,OAK,UNKNOWN",11,11,11,2 
"OWW04440-0629",2004,1,"Oak",1,".3-.75","L","15-30",11,1.8333333333,"Oak","Maple/Boxelder",3,2,"OAK,MAPLE,MAPLE,OAK,OAK,UNKNOWN,UNKNOWN,UNKNOWN,OAK,MAPLE,SNAG",11,10,4,0 
"OWW04440-0630",2004,1,"Poplar/Cottonwood",7,".75-2","X",">30",11,8.375,"Oak","Poplar/Cottonwood",4,2,"BIRCH,POPLAR,OAK (WATER),BIRCH,OAK (CHESTNUT),BEECH,BIRCH,BIRCH,OAK (WATER),OAK (CHESTNUT),POPLAR",11,11,11,8 
"OWW04440-0631",2004,1,"Poplar/Cottonwood",1,".75-2","X",">30",11,10.285714286,"Poplar/Cottonwood"," ",7, ,"POPLAR,POPLAR,OTHER DECIDUOUS,POPLAR,OTHER DECIDUOUS,POPLAR,POPLAR,POPLAR,OTHER DECIDUOUS,POPLAR,POPLAR",11,11,11,7 
"OWW04440-0632",2004,1,"Willow",3,".3-.75","L",">30",2,3,"Willow"," ",1, ,"WILLOW,WHITE PINE",2,1,1,0 
"OWW04440-0634",2004,1," ",15,".75-2","X",">30",11,6.6363636364," ","Ash",8,3,"BEECH,ASH,BEECH,BEECH,BEECH,ASH,BEECH,BEECH,BEECH,BEECH,ASH",11,11,11,1 
"OWW04440-0636",2004,1,"Poplar/Cottonwood",13,".75-2","L","15-30",11,18.636363636,"Poplar/Cottonwood","Maple/Boxelder",6,2,"COTTONWOOD,COTTONWOOD,MAPLE,COTTONWOOD,COTTONWOOD,COTTONWOOD,ASH,MAPLE,COTTONWOOD,SYCAMORE,WALNUT",11,11,11,0 
"OWW04440-0640",2004,1,"Maple/Boxelder",18,".3-.75","L",">30",10,12.333333333,"Sycamore","Maple/Boxelder",3,2,"MAPLE,OAK,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,MAPLE,OTHER DECIDUOUS,SYCAMORE,SYCAMORE",10,5,3,0 
"OWW04440-0646",2004,1,"Oak",5,".75-2","X",">30",11,7.6," ","Ash",7,1,"BASSWOOD,BASSWOOD,BLACK WALNUT,BLACK WALNUT,ASH,BLACK WALNUT,BLACK WALNUT,BLACK WALNUT,OAK,BLACK WALNUT,SYCAMORE",11,11,10,2 
"OWW04440-0647",2004,1,"Poplar/Cottonwood",5,".75-2","X",">30",11,13.625,"Poplar/Cottonwood"," ",8, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,9,8,3 
"OWW04440-0649",2004,1,"Oak",20,".75-2","X",">30",11,11.272727273,"Oak"," ",9,2,"LIVE OAK,WATER OAK,HICKORY,WATER OAK,LIVE OAK,LIVE OAK,HICKORY,WATER OAK,WATER OAK,WATER OAK,WATER OAK",11,11,10,1 
"OWW04440-0650",2004,1," ",12,".75-2","X",">30",11,4.75," ","Ash",6,1,"SWEET GUM,SWEET GUM,ASH,OAK,SWEET GUM,OAK,SWEET GUM,SWEET GUM,SWEET GUM,SWEET GUM,SWEET GUM",11,11,8,2 
"OWW04440-0651",2004,1,"Sycamore",25,".75-2","L","15-30",11,6.5454545455,"Maple/Boxelder"," ",5,2,"SYCAMORE,MAPLE,SYCAMORE,MAPLE,BASSWOOD,MAPLE,MAPLE,MAPLE,OAK,OAK,WALNUT",11,11,10,0 
"OWW04440-0657",2004,1," ",8,".3-.75","L",">30",10,6.3,"Sycamore","Unknown",4,4,"OTHER (SWEETGUM),UNKNOWN,UNKNOWN,UNKNOWN,SYCAMORE,UNKNOWN,SYCAMORE,WILLOW,SYCAMORE,SYCAMORE",10,10,10,0 
"OWW04440-0658",2004,1,"Pine",27,".3-.75","L",">30",11,24.272727273,"Oak","Pine",4,3,"PINE,MAPLE,ASH,POPLAR/COTTONWOOD,OAK,OAK,PINE,OAK,PINE,POPLAR/COTTONWOOD,OAK",11,11,11,0 
"OWW04440-0660",2004,1,"Poplar/Cottonwood",30,".3-.75","L",">30",11,20.222222222," ","Oak",4,3,"BASSWOOD,MAPLE,MAPLE,TULIP POPLAR,TULIP POPLAR,OAK,OAK,WHITE OAK,WILD BLACK CHERRY,WILD BLACK CHERRY,BEECH",11,11,9,0 
"OWW04440-0661",2004,1,"Oak",1,".75-2","X",">30",11,2.7727272727,"Oak","Unknown_Deciduous",6,5,"OAK,OAK,OTHER DECIDUOUS,OAK,OTHER DECIDUOUS,OAK,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,OAK,OTHER DECIDUOUS",11,11,11,1 
"OWW04440-0663",2004,1,"Pine",27,".3-.75","L",">30",9,18,"Pine","Spruce",3,3,"SPRUCE,MAPLE,TAMARACK,SPRUCE,SPRUCE,TAMARACK,PINE,PINE,PINE",9,9,1,0 
"OWW04440-0665",2004,1,"Oak",0,".75-2","X",">30",11,6,"Unknown","Oak",9,1,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OAK,UNKNOWN,UNKNOWN,SNAG,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,2 
"OWW04440-0666",2004,1,"Unknown",18,".75-2","L","<5",5,16.2,"Unknown"," ",5, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",5,1,1,0 
"OWW04440-0669",2004,1,"Unknown_Deciduous",25,".75-2","L","15-30",11,23.125,"Unknown_Deciduous"," ",7,1,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER,OTHER DECIDUOUS,OTHER DECIDUOUS",11,11,8,0 
"OWW04440-0670",2004,1,"Oak",35,".3-.75","L",">30",9,10.444444444,"Oak","Unknown_Deciduous",3,3,"MAPLE/BOXELDER,OAK,OAK,OAK,MAPLE/BOXELDER,OTHER DECIDUOUS,SYCAMORE,OTHER DECIDUOUS,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS",9,9,9,0 
"OWW04440-0672",2004,1,"Maple/Boxelder",0,".75-2","L","15-30",11,2.6363636364,"Maple/Boxelder"," ",9,2,"MAPLE,WALNUT,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,WALNUT,MAPLE,MAPLE,MAPLE",11,11,11,0 
"OWW04440-0676",2004,1,"Poplar/Cottonwood",0,".75-2","X",">30",11,10.045454545,"Oak","Poplar/Cottonwood",4,4,"PINE,TULIP POPLAR,OAK,TULIP POPLAR,OAK,OAK,TULIP POPLAR,SYCAMORE,OAK,UNKNOWN,TULIP POPLAR",11,11,11,3 
"OWW04440-0677",2004,1,"Sycamore",7,">2","X","15-30",11,4.2111111111," ","Sycamore",4,2,"ELM,ELM,POPLAR,OAK,SYCAMORE,SYCAMORE,PINE,BIRCH,ELM,ELM,CEDAR",11,11,10,3 
"OWW04440-0678",2004,1,"Oak",3,".75-2","X",">30",11,9.8181818182,"Poplar/Cottonwood","Oak",6,2,"POPLAR,SNAG,POPLAR,UNKNOWN,OAK,POPLAR,POPLAR,OAK,POPLAR,UNKNOWN,POPLAR",11,11,11,1 
"OWW04440-0680",2004,1,"Maple/Boxelder",4,".75-2","L","15-30",11,6.3,"Maple/Boxelder","Oak",3,2,"SYCAMORE,MAPLE,OAK,OAK,SNAG,BOXELDER,WALNUT,SYCAMORE,MAPLE,SYCAMORE,COTTONWOOD",11,11,9,0 
"OWW04440-0682",2004,1,"Unknown",5,".3-.75","L",">30",11,5.3636363636,"Firs/Hemlock","Alder/Birch",5,3,"FIR,FIR,UNKNOWN,MAPLE,FIR,FIR,BIRCH,BIRCH,FIR,BIRCH,MAPLE",11,11,11,0 
"OWW04440-0683",2004,1,"Pine",8,">2","X",">30",11,12.909090909,"Pine"," ",11, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,11,11 
"OWW04440-0686",2004,1," ",25,".3-.75","L","15-30",11,8.8181818182," ","Sycamore",5,3,"SYCAMORE,SYCAMORE,WILLOW,WILLOW,OTHER,OTHER,OTHER,OTHER,OTHER,PINE,SYCAMORE",11,7,1,0 
"OWW04440-0692",2004,1," ",0,".3-.75","L",">30",11,3.6666666667," ","Pine",7,2,"SWEET GUM,SWEET GUM,WILD CHERRY,SWEET GUM,SWEET GUM,SWEET GUM,SWEET GUM,LOBLOLLY PINE,LOBLOLLY PINE,SWEET GUM,SWEET GUM",11,11,9,0 
"OWW04440-0693",2004,1,"Unknown_Deciduous",0,".75-2","L","15-30",11,4.7777777778,"Oak","Unknown_Deciduous",6,2,"OTHER DECIDUOUS,OTHER DECIDUOUS,OAK,OAK,ALDER/BIRCH,OAK,OAK,OAK,OAK,OAK,OAK",11,11,11,0 
"OWW04440-0694",2004,1,"Sycamore",1,".3-.75","L",">30",10,3,"Sycamore"," ",4,3,"SYCAMORE,SYCAMORE,UNKNOWN,BEECH,SYCAMORE,SWEETGUM,SYCAMORE,UNKNOWN,UNKNOWN,SWEETGUM",10,10,8,0 
"OWW04440-0696",2004,1,"Willow",2,".75-2","X",">30",6,1.5,"Willow"," ",4, ,"ALDER,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",6,6,5,1 
"OWW04440-0697",2004,1,"Oak",3,".3-.75","L","15-30",11,6.3636363636,"Oak","Sycamore",6,4,"OAK,SNAG,OAK,SYCAMORE,OAK,SYCAMORE,OAK,SYCAMORE,OAK,OAK,SYCAMORE",11,11,10,0 
"OWW04440-0698",2004,1,"Unknown_Deciduous",12,".75-2","X",">30",11,6,"Firs/Hemlock","Unknown_Deciduous",4,2,"FIR,FIR,FIR,FIR,BEECH,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,FIR,OTHER DECIDUOUS",11,11,10,2 
